fit,user_id,bust_size,item_id,weight,rating,rented_for,review_text,body_type,review_summary,category,height,size,age,review_date,sent_score,cluster,fit_type,body_type_encoded,fit_type_encoded
small,676222,36b,1346753,135.0,10.0,work,"Should be clearer that when ordering the size you are requesting is UK size, not the US size.  Even for UK it runs small.  Usually I wear a 6 and the 14 is a trim 6 but wow do I love this dress.  Lovely fabric and great silhouette which made me look curvy in a nice way!",athletic,Love it but runs very small,dress,68.0,28,48.0,2016-12-29,3.0,2,large,1,1
fit,636657,34ddd/e,1108814,150.0,10.0,formal affair,"This dress is perfect if you have an hourglass figure. If you have a large chest like me, you can wear a good supportive bra which is such a plus. The dress looked great and was very comfortable all night. ",hourglass,This dress was comfortable and looked great!,dress,64.0,20,41.0,2017-05-22,5.0,1,small,3,2
fit,493881,32d,616682,127.0,8.0,formal affair,"Super comfy and fit perfectly. Only downside was the length, the 2R was a little long for my 5'5"" height, wearing 2 inch heels. ",pear,It was fun to dance in and was the perfect dress for a Military Ball,gown,65.0,4,28.0,2017-05-16,7.0,1,small,4,2
fit,132936,34b,810197,145.0,10.0,wedding,"This dress was amazing and I got compliments all night. I love the flattering neckline with just-enough cleavage and the length was perfect. I wore glossy nude pumps and added some glitzy cocktail jewelry to dress it up. And pockets, to top it all off?! Love. I was comfortable the entire evening and wore a normal bra. I am going to be so tempted to rent this beauty again.",hourglass,I was a guest at a lovely black tie optional wedding at Mount Vernon. ,dress,65.0,24,36.0,2016-10-11,3.0,2,large,3,1
small,942742,32d,959200,118.0,4.0,everyday,I couldn't wear this as it runs very small through the hips,petite,I wasn't able to wear and sent right back,dress,63.0,8,57.0,2017-04-07,0.0,2,large,5,1
fit,502689,34d+,155381,120.0,8.0,formal affair,"I wore this to my sorority formal and I LOVED it. It's incredibly comfortable and fits like a glove. My only suggestion is to be wary if you're extremely short like me: Like most things, it was a little too long. But if you belt it and do a little bit of tucking/fake tailoring then it'll be just fine. ",hourglass,"My roommates were in love with this dress: the color, the fit, the cutouts, everything!",dress,60.0,8,25.0,2013-11-28,4.0,1,small,3,2
fit,165303,34d,141548,128.0,10.0,party,"Fit was perfect. Actually could have gone with the 2L but, the chest size needed the 4. Gorgeous dress and super comfortable. ",athletic,The dress was perfect for the eyes wide shut masquerade theme party! ,gown,68.0,9,38.0,2014-11-07,3.0,2,large,1,1
fit,756053,36d,135750,130.0,10.0,formal affair,I wanted to be classy with a little bit of sass. This dress was perfect for that with the long sleeves and lace. Would definitely rent again for another occasion!,hourglass,Perfect NYE,shift,66.0,12,29.0,2013-03-05,3.0,2,large,3,1
fit,75044,34a,2122960,140.0,10.0,party,"I wish I could justify buying this - it's so fun to wear, super flattering, and very well made. 10/10",pear,This is my favorite top on RTR,top,64.0,12,29.0,2017-08-01,4.0,1,small,4,2
small,150517,34b,1045604,130.0,8.0,wedding,"This dress looked absolutely beautiful on. However, it runs super small. I normally wear a 4, but luckily called customer service just after the representative had actually tried the dress on herself and recommended that I order a 6 and 8. I ended up wearing the 8, because it fit almost perfectly. Also, the dress is very thick and hard to move in due to the rigidity of the sleeves. As long as you're okay with a little discomfort, this dress is worth renting, because it is gorgeous. ",hourglass,"Beautiful night, beautiful wedding.",dress,65.0,16,34.0,2016-11-10,6.0,2,large,3,1
fit,441484,36c,865225,170.0,8.0,wedding,"I ordered the 8 and the 10 for the wedding and ended up going with the 10 (after having a VERY BIG lunch before the event!).  I was initially surprised by how full and puffy the skirt was -- my husband described it as as looking like a cupcake.  I was disappointed with that aspect of the dress but overall, after getting used to it, thought it was flattering and it definitely photographed well.  Because of the detail at the top of the dress, I didn't need to do a ton of accessories, just fun shoes.  Also, the back was low so I couldn't wear a bra, but thankfully the top fit well so it wasn't necessary.  As usual I loved the pockets.  ",pear,Great color and shape for an evening spring wedding!,dress,66.0,20,34.0,2016-05-24,3.0,2,large,4,1
fit,267418,36c,130259,130.0,10.0,party,"Loved this dress - great fit and very comfortable. I had to use a safety pin to keep the front together, but it was a quick and easy fix. I would absolutely recommend this dress! ",hourglass,Amazing!,dress,69.0,24,34.0,2013-09-17,4.0,2,large,3,1
fit,670031,36c,2845075,130.0,8.0,everyday,Color was beautiful. Fit very relaxed.  ,hourglass,Comfortable chic!,top,64.0,20,58.0,2017-07-16,4.0,2,large,3,1
fit,181023,34b,285225,145.0,10.0,wedding,"dress fit true to size, it is a fitted waist so it is a little tight to zip at first, but a beautiful dress. ",athletic,great for a wedding,dress,67.0,16,29.0,2015-07-01,3.0,2,large,1,1
fit,933202,34d+,2045492,138.0,8.0,everyday,The leather on this jacket is a little thicker than I had anticipated.  Cute with jeans for a day or night.,full bust,Cute and Casual,jacket,68.0,12,41.0,2017-06-22,2.0,2,large,2,1
fit,952081,34b,1247578,130.0,10.0,party,"Loved the fit and the scuba material!  Runs true to size. As soon as I put it on, my 4 year old shouted ""I LOVE it, mommy!""   Would definitely rent again!",hourglass,Great dress for a summer bridal shower. Great colors!,sheath,64.0,8,43.0,2016-06-14,6.0,2,large,3,1
fit,106515,36d,131533,170.0,10.0,wedding,"When I first tried this dress on, my husband looked at me and said ""that dress does everything for your body that you could hope for from a dress."" It was very comfortable and accentuated my curves without clinging or looking too baggy. Fit great in the bust and was the perfect length to wear with low heels. The only issue was the zipper, which had a hard time making it over the gathering at the waist. ",hourglass,Felt great and looked extremely polished for a black tie wedding.,gown,68.0,20,31.0,2017-09-07,5.0,2,large,3,1
fit,895815,34c,2400816,145.0,10.0,date,"fit well, was a bit loose and didn't realize it was completely open on the front.  classy and sexy all in one",athletic,Beautiful - LOVED LOVED LOVED This.  I contemplated purchasing,top,70.0,14,40.0,2017-10-30,12.0,1,small,1,2
fit,481195,34b,132135,150.0,10.0,wedding,I wore this to a black tie wedding. I wanted a vintage old hollywood look and I nailed it. Loved the dress more and more as the night went on. Very easy to wear and comfortable. I was bloated and PMSing.. so glad I was sent this one. It was my back up to a size 6 BCBG which was way too tight! ,athletic,"Photographed well, comfy and flattering. ",gown,69.0,9,28.0,2015-08-18,0.0,2,large,1,1
fit,141808,34a,137585,143.0,10.0,wedding,"This dress was amazing in person. It is more beige than it looks online and still has sparkle, but it isn't too flashy. It is a perfect mix of sexy and classy. If you are hippy like me I would go up a size. The 6 fit perfectly on top, but was tight through the hips, so I went with the 8 and used fashion tape on the back. The back did gap a bit for me, so if you are small chested I would suggest getting some fashion tape. I wore a Nubra with it and it was perfect. The open back was great for a summer wedding. I would highly recommend this dress! First RTR, but definitely not my last! ",athletic,Incredible dress that really stands out!,sheath,69.0,16,32.0,2014-07-13,0.0,2,large,1,1
fit,752823,34c,1090219,115.0,10.0,work,"I think this has been my favorite dress from RTR so far!  I love Shoshanna and this dress was perfect for work, but could easily have been worn out to drinks after.  Lace details was beautiful and the fit was great.",straight & narrow,My favorite dress,dress,66.0,4,34.0,2016-09-26,2.0,2,large,6,1
fit,394195,34c,2725374,129.0,10.0,everyday,Fabric is warm.,hourglass,Loved this shirt for work under a blazer and then without the blazer with jeans for more casual.,top,67.0,8,40.0,2017-10-07,3.0,2,large,3,1
fit,404345,32c,1211829,135.0,8.0,everyday,"Fun print and off the shoulder design, but I wish it was more tailored. ",pear,"Fun dress, but kind of shapeless",dress,68.0,8,32.0,2017-08-01,4.0,2,large,4,1
small,509249,34b,1187659,110.0,8.0,formal affair,"I rented this as a second choice for a baptism. This was a great dress, but definitely too short for church. I had to get the size 0 because the 2 wasn't available, and while it fit everywhere else, it only hit me mid-thigh and I am slightly shorter than 5' tall. Definitely not church-appropriate and I am not even sure I would have worn it to something like a wedding, because it was tight enough that it crept up when I walked and I think by the end of a night with drinks, it would have been a bit much. I'd rent it again for something like a wedding or a Derby event, but I'd order a size up. The other thing I wasn't crazy about was that the exposed zipper is large and will not lay flat, so your backside looks lumpy from the side. Just sort of tight and short overall, so I'd order a size up. ",petite,Nice dress but short!,sheath,60.0,4,34.0,2015-10-21,3.0,2,large,5,1
fit,835371,34b,2396750,140.0,10.0,vacation,I'm 5'8 and I should have gotten the long instead of the regular length it was a bit high water ,full bust,It was well fitting and it supported my boobs without a bra! ,jumpsuit,68.0,8,38.0,2015-11-15,2.0,2,large,2,1
fit,757303,36c,859889,150.0,10.0,wedding,"Great dress! I have pretty broad shoulders/chest so I ended up wearing the size 8 (usually a 6) so it was a bit more comfortable. There is a sticky edge along the top so it stays put, and the fabric is nice and stretchy. Color is even better in person, loved it!",athletic,Amazing color perfect for a summer wedding/party!,dress,66.0,16,28.0,2016-11-14,7.0,2,large,1,1
fit,836122,34b,1271853,125.0,8.0,party,"The cut of this dress is very flattering. The waist & hips areas are fitted enough to be flattering and not hanging like a potato sack, yet loose enough to feel comfortable and not need to wear Spanks with. You can wear a regular bra, the color is very pretty, and the length is perfect; not too short & not too long. The only part of the dress I don't love is the end portion of the sleeves. They aren't too funky, as I had worried they would be, but they will dip into food or drinks on the table if you're not careful.",athletic,Very flattering!,shift,63.0,8,34.0,2016-03-23,0.0,2,large,1,1
fit,285836,32a,131117,115.0,10.0,formal affair,"This dress was one of the best rentals I have ever had from RTR. I wish that I had an occasion to wear it again. The fit is very true to size. Other reviews made it seem as though the dress was incredibly long, so I only ordered the regular length. It ended up working for me because I wore flats, but if I could do it again I would order the long. I am 5'11"" and the regular length just skimmed the floor. The dress is incredibly comfortable. Don't bother with a bra unless you need the extra support because the dress is well-structured on top. ",athletic,I felt so glamorous and comfortable all night!,gown,71.0,1,24.0,2013-05-17,5.0,2,large,1,1
